Term,es,nes,pval,fdr,geneset_size,matched_size,genes
Nuclear Receptor Binding (GO:0016922),0.3287315052671003,1.3977789609896278,0.03328050713153724,0.19398476842161289,116,112,"ISL1,LEF1,NCOA6,CNOT1,NR0B1,TAF1,NSD1,BAZ2A,MYOD1,ASXL1,NCOA1,NCOR1,MED12,EP300,TCF21,ARID1A,NCOA2,NRIP1,TRIP12,SMARCA4,ARID5A,LATS1,MED13,NCOA3,STRN,RNF6,TMF1,MBD4,RERG,STAT5B,HMGA1,DCAF1,MED14,ZNF366,TRIP6,MED25,PPARGC1B,HIF1A,JMJD1C,PROX1,TRIM68,FOXP1,LCOR,FOXH1,WBP2,RNF14,MMS19,PADI2,GTF2H1,WIPI1,DDX54,NKX3-1,KDM5D,YWHAH,TRERF1,KDM1A,PPARGC1A,TACC2,BRD8,ASAH1,CRY1,TACC1,RXRA,MED24,CTNNB1,TRIP4,TAF7,SMARCE1,PPID,TAF10,PRKCB,KDM4C,ZBTB7A,TGFB1I1,THRAP3,MED16,DCAF13,DAXX,BCAS3,ESR1,PKN1,SIRT1,DNAAF4,DDX5,MED17,PARK7,KDM3A,JUP,NCOA7,TADA3,PRMT2,SMARCD3,TCF7L2,CALR,TAF11,ZNHIT3,XBP1,MED4,CCDC62,SMAD3,BUD31,PHB2,NR1I2,GTF2B,SNW1,NR4A2,HMGN3,NR1H4,MED30,NR4A3,PAGR1,NR4A1"
Organic Acid:Sodium Symporter Activity (GO:0005343),0.5040453811027343,1.4070970431968866,0.0947176684881603,0.19402824039396305,21,15,"SLC1A3,SLC6A6,SLC1A1,SLC6A20,SLC1A6,SLC38A1,SLC38A2,SLC6A8,SLC5A12,SLC1A2,SLC1A7,SLC13A3,SLC6A9,SLC13A5,SLC38A4"
Lipid Kinase Activity (GO:0001727),0.47506590636535223,1.3987105477450756,0.09314586994727592,0.19475307869015934,20,19,"DGKG,DGKH,CERK,DGKK,PIK3C3,DGKI,PIP5K1B,SPHK1,PIK3R1,PIP5K1C,CERKL,DGKD,PIP5K1A,DGKZ,DGKQ,DGKE,DGKA,SPHK2,DGKB"
Cysteine-Type Peptidase Activity (GO:0008234),0.3228376729220428,1.3953324273660728,0.028192371475953566,0.1949016738187133,147,117,"USP24,MAGI1,USP13,CAPN2,USP33,USP8,USP34,USP48,USP53,USP15,UCHL1,USP9X,USP32,USP38,SENP1,OTULIN,USP47,USP5,USP19,USP7,USP37,USP28,ESPL1,USP14,CAPN3,CYLD,USP9Y,SENP5,OTUD5,OTUD3,CASP3,USP22,UCHL5,USP44,SFRP1,DESI2,OTUD7B,USP30,USP25,USP49,CASP2,CAPN7,USP46,TNFAIP3,CASP8,USP40,SENP2,CTSB,CTSK,YOD1,VCPIP1,USP20,ATG4D,USP11,USP42,OTUD7A,CTSV,MALT1,OTUD4,USP45,ZRANB1,UFD1,USP4,CASP10,USP1,CTSZ,LGMN,GGH,CTSD,USP35,OTUB2,USP39,USPL1,CFLAR,USP6,USP3,PDIA3,USP36,CASP9,ATG4B,TINAGL1,USP21,TANK,USP54,CASP4,USP27X,CTSF,CASP6,USP51,CTSC,ATG4C,CTSH,UFSP1,MINDY3,USP43,OTUB1,USP18,CASP7,UCHL3,ZC3H12A,OTUD6B,BLMH,ATG4A,USP12,SENP3,CTSO,RCE1,HINT1,JOSD1,USP2,ATXN3,OTUD1,CTSS,CTSL,UFSP2,JOSD2,CASP1"
Protein Serine/Threonine Kinase Activator Activity (GO:0043539),0.3651167145448564,1.399288627889833,0.053726169844020795,0.19603251028857036,70,64,"BMP4,GCN1,CCNT1,TAOK1,TAOK2,DBF4,CAB39,RICTOR,TNKS1BP1,TOPBP1,IQGAP1,CCNB1,IGF2,CCND1,TGFB1,ETAA1,CALM1,DAB2IP,FERMT2,CKS1B,DDX3X,PARP8,RHEB,SAMD15,CKS2,CCND3,MAP2K1,RAD50,CCNK,GDF2,CALM2,DBF4B,MAP3K13,STRADA,GDF10,CALM3,CCDC88A,CAB39L,LONP1,CDK5R1,SPRY2,DELE1,AXIN1,STK4,CCND2,STK24,MOB1A,MAP3K12,STRADB,ATG13,CMC4,PARP6,TAB1,SAV1,BMP7,PARP16,FAM20A,MOB1B,CCNT2,ARTN,MAP2K2,TCL1A,MLST8,BMP2"
Protein Tyrosine Phosphatase Activity (GO:0004725),0.3484314802324223,1.388543002362563,0.036605657237936774,0.20101256132062387,82,78,"MTMR3,PTPN14,PTPRH,PTPRN,PTPN21,EYA2,PTPRA,PTK2,PTPN5,EYA4,PTPN1,PTPRT,PTPRF,PTPN4,CDC25B,PTPRM,UBASH3B,PTPN11,PTPDC1,PTPRG,CDC25C,CDC14C,PTPRD,DUSP3,PTPN20,PTPN13,HACD2,MTMR6,PTPRE,CDC25A,DUSP9,PTPN3,CDC14A,PTPRB,PTEN,PTPRJ,TIMM50,PGP,PTPRS,DUSP2,DUSP4,CDKN3,DUSP12,EYA3,PALD1,ZNF367,PTP4A1,DUSP18,PPP2CA,PTPN12,DUSP8,PTPRZ1,PTPN7,DUSP15,NHLRC1,DUSP11,MTMR7,DUSP6,PTPN23,DUSP22,PTPRN2,PTP4A2,PTPMT1,PTPN9,NDUFAB1,DUSP16,DUSP10,PTPRK,TNS2,DUSP7,PTPRU,PTPRR,PTPN6,PTPN18,EYA1,PTPN2,DUSP5,PTP4A3"
Amino Acid:Sodium Symporter Activity (GO:0005283),0.4977512399896131,1.3852472684500696,0.09923664122137404,0.20309564125511756,20,16,"SLC1A3,SLC6A1,SLC6A6,SLC6A20,SLC1A6,SLC38A1,SLC38A2,SLC6A8,SLC6A11,SLC38A3,SLC1A2,SLC6A13,SLC1A7,SLC6A9,SLC38A4,SLC6A12"
Ligand-Gated Monoatomic Ion Channel Activity (GO:0015276),0.45025732278284203,1.3830030987230884,0.0959409594095941,0.2038818226731593,31,22,"CHRNA3,CHRNA4,GPRIN1,CHRNA5,GRIA3,GABRB1,P2RX5,CHRNB4,GABRA2,GRIA1,TRPV1,GRIK4,CHRNB1,GRIN2B,ASIC1,GRIK5,GRIA4,ZACN,BEST3,ASIC3,CHRNB2,GABRA5"
"Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)",0.3503625975964524,1.376548428726549,0.04120443740095087,0.21051794299917717,76,66,"ALOX15,SYT7,SLC9A1,FRMPD4,GSDMC,SVIL,SESTD1,AVIL,RPH3A,MYO1B,ANXA8L1,FCHO2,CGAS,TULP1,ADAP2,SNX18,TTPA,NCAPG,DNM2,SYTL2,PLCB1,DNM1,FZD7,HIP1,JPH2,KCNJ2,MARK1,PHLDA3,PARD3,LDLRAP1,PICALM,SCIN,KCNJ3,OSBPL2,TWF2,TULP3,FLII,KCNQ1,OBSCN,WASHC2C,GSN,GSDMB,MAPKAP1,HIP1R,PFN2,VILL,ANXA2,TIRAP,KRIT1,EXOC1,AMER1,SDCBP2,PFN1,SDCBP,PLEKHA4,GRAMD2A,SNX21,TWF1,TRPM3,VIL1,PLCD1,GSDME,GSDMD,RAB35,COMMD1,SNAP91"
Notch Binding (GO:0005112),0.4466169496336386,1.3727060969915572,0.0705244122965642,0.21277511275439465,23,23,"CUL3,NOTCH2NLB,ATRNL1,MEGF10,NCOR2,JAG2,HIF1AN,CHAC1,DLK2,SNED1,DLL4,JAG1,GALNT11,TCIM,DLL1,DNER,NOTCH4,KCTD10,DTX1,ADAM17,CCN3,DLL3,SNW1"
Calcium Ion Sensor Activity (GO:0061891),0.46153410399687617,1.3685517589174467,0.11496350364963503,0.214177710040796,20,20,"SYT7,SYT10,SYT2,SYT6,SYT15,SYT12,EFHB,SYT9,SYT5,SYT8,SYT17,EFHD1,MICU1,SYT3,MICU3,SYT13,SYT1,SYT15B,SYT4,MICU2"
Magnesium Ion Binding (GO:0000287),0.30749143620908787,1.3699563751592025,0.02377179080824089,0.21435724953038687,162,154,"PRNP,SIK2,CDC42BPB,ABL2,POLR1A,NUDT5,POLR2A,TKT,EYA2,SIK3,STK26,CERK,TOP2A,MED12,CLASP1,ABL1,CDC42BPA,RAP2A,XXYLT1,NUAK2,FAN1,BRSK2,POLR3A,IRAK3,DHX36,XYLT2,SRPK1,LATS1,TSSK3,PDXP,ADCY2,GCLC,PRKACB,PLK1,IDH2,PAPOLA,FOXK2,ITGB1,TPPP,MTHFD2,SNRK,SPHK1,STK38L,OXSR1,UBA2,DIS3L2,MAP3K20,PI4K2A,NT5C1A,PDE2A,MSH6,NEK6,RHEB,MARK1,GEN1,MAST2,PDXK,RAN,STK38,TUFM,MAP3K6,LIG4,ATP10D,BRSK1,MORC2,CIB2,IDH3A,FIGNL1,YDJC,CDC42BPG,SEPTIN4,NUDT12,MSH2,NUDT3,ATP4A,ENDOG,PCDHB16,PGM1,NUDT19,POLK,ERN2,IDI1,IMPA1,PGP,GMNN,MAP3K5,S100P,MVK,DUT,NME1,NLRC4,PIF1,ILK,TSSK6,THG1L,STK4,REXO2,FEN1,IDH1,GNAI1,HPRT1,MARK2,DYRK2,NLK,EXD2,STK24,PRIM1,WRN,FARSA,EXTL3,NUDT7,PSPH,FARSB,EPHX2,NT5C3A,SRR,MAPK12,HMGCL,MAP2K7,LRRK2,DYRK3,NUDT8,TDG,MOV10L1,PDCD6,NIM1K,ADPRH,IDH3G,SRPK2,PRTFDC1,PLSCR1,PINK1,RRAGC,ERN1,NUDT16,STK11,ENOSF1,CILK1,PCK1,PLSCR3,CLYBL,TSSK2,TREX2,CDC123,ADPRS,DCTPP1,TDP2,THTPA,TESC,MTPAP,ENDOV,CIB1,DXO,SNCA"
Inorganic Cation Transmembrane Transporter Activity (GO:0022890),0.3872027014316196,1.3638029337203155,0.06587837837837837,0.21607462480690104,43,38,"SLC39A2,GRID2,GRIN2D,GRIN2A,RHAG,ATP6V1B2,GPRIN1,SLC25A14,GRIA3,GRID1,UCP3,SCN7A,GRIA1,GRIN2C,ATP1B4,UCP2,GRIN2B,SLC25A4,RHBG,TMEM63C,SLC4A11,MMGT1,SLC39A1,GRIN3A,GRIA4,TMEM63A,TMEM63B,ATP6V1B1,SLC46A1,RHD,SLC41A1,SLC11A2,RHCE,ATP6V1F,SLC25A27,SLC12A2,DMAC2L,MINDY4"
Receptor Ligand Activity (GO:0048018),0.28546135951692686,1.3640959190361823,0.009022556390977444,0.21762509345674588,380,253,"SST,SEMA6B,WNT2,SEMA5A,SEMA3F,WNT3,GDF7,NECTIN4,ITPRIPL1,BMP4,IGF1,GDF9,IGFBP7,ULBP1,IL1A,WNT6,SEMA6C,GDNF,EDN3,NODAL,BMP8A,FBN2,CPAMD8,PGF,ENDOU,GDF11,CLCF1,EGF,WNT9B,SEMA5B,PENK,NPPB,TGFB3,SEMA4B,INHBC,CX3CL1,WNT2B,RIPK2,APP,WNT11,TTF2,PTN,LAMA5,ERFE,NPPA,ULBP2,NRG4,CD274,CSF1,MMRN2,CSPG5,OSGIN1,HMGB2,IGF2,IGFBP5,JAG2,IL11,BAG6,NTS,FGF1,MICA,GREM2,TGFB1,FGF7,FGF6,FGF19,NTF3,VEGFD,CRLF1,APLN,SOS1,BMP10,WNT7A,CCL5,SEMA4A,ANGPT2,IL1B,PTHLH,ICOSLG,TAC4,BMP3,DAND5,APOA1,TNFSF13,DLL4,ANGPT1,CXCL1,JAG1,LGALS3,APOE,BMP5,COLEC10,SEMA3C,IL16,CNTF,METRNL,WNT5B,FGF5,CERS1,CALCB,HBEGF,SEMA3B,TNFSF13B,CLEC1B,BGLAP,IL15,DLL1,CER1,TAFA5,GDF2,METRN,RELN,SEMA3E,NGF,BMP8B,CLU,PVR,ADM,GDF10,AMH,WNT7B,WNT9A,ALKAL2,SEMA4G,INHBB,GDF15,INHA,TIMP1,HMGB1,LGALS9,TAFA2,GDF6,NECTIN2,TGFA,THPO,FAM3C,SEMA7A,NCR3LG1,SEMA3D,GREM1,SECTM1,LEFTY1,S100A4,LRPAP1,INHBE,INHBA,HSPA8,OSGIN2,GNRH1,EDA,VEGFB,HAMP,FBN1,VEGFA,TAFA4,GRN,TGFB2,NTF4,SEMA4F,SEMA4D,BMP6,CRIPTO3,CCM2,TNFSF15,HSPA1A,EDN1,CCL2,SFRP2,LIF,CCL15,KITLG,SEMA3A,EPHA7,EREG,C1QTNF12,SHH,VEGFC,TNFRSF11B,HLA-E,CCL26,PDGFB,GPNMB,POMC,TOR2A,NRG3,BMP7,NRG1,FAM3B,APELA,ANG,IL24,CTF1,CCN3,KNG1,PDGFA,LGALS1,SEMA6A,FGF13,TNFRSF14,APOB,WNT5A,FGF22,TNFSF10,GDF5,MDK,SEMA3G,PSPN,ADIPOQ,CHGB,FGF9,IL6,DKK1,S100A9,ARTN,AIMP1,MICOS10-NBL1,TNFSF12,SCG2,SEMA4C,ADM2,DPP4,IL12A,TSLP,EDN2,TAC1,IL18,WNT4,GAS6,NPFF,SEMA6D,ANGPTL3,IL33,AGXT,FGF10,WNT10B,BTC,APOA2,IL17D,ZP3,PTRH2,AREG,VGF,FGF18,BMP2,LTB,NRTN,BDNF,SCT,FGF16,LEFTY2,C3,CLEC11A,CHGA"
Histone Deacetylase Binding (GO:0042826),0.333279448909996,1.3602906094456622,0.04424778761061947,0.21830621111861653,100,89,"LEF1,MEF2B,TWIST1,SMG5,NIPBL,H1-4,CHD4,HDAC4,SUDS3,H1-5,NCOR1,BCOR,KPNA2,DACT1,SIRT2,DHX36,BLTP3A,KCTD21,KAT2B,NCOR2,NACC2,CCND1,PKN2,PHF6,HSP90AA1,TAL1,MIER3,DAND5,MIER2,YWHAB,MEF2A,MTA2,HOXA10,RAD9A,SMYD4,CAMTA2,LCOR,NACC1,FOXP3,GLI3,ZMYND15,NKX3-1,GMNN,HDAC6,HSP90AB1,HSPA1B,HDAC2,TRAF6,MEF2D,NUDT21,AKAP8L,HDAC5,TFAP4,PRKN,SFPQ,KAT2A,SP2,HSPA1A,MTA1,HDAC3,MAPK8,HDAC10,MAGEA4,YWHAE,CIR1,ANKRD1,PHB1,USF1,RBBP4,PKN1,BRMS1L,HIC1,SATB2,HDAC1,TP53,HEY2,HDAC9,ANKRA2,RELA,THAP7,BCL3,MTA3,MAGEA2,SPI1,BEX4,INSM1,BHLHE41,MIER1,MEF2C"
DNA-binding Transcription Factor Binding (GO:0140297),0.28226364417820543,1.3466657031128795,0.013353115727002967,0.2332395930604286,294,277,"ISL1,PRRX1,GATA3,TCF7L1,ZMYND8,HMGA2,PITX1,TLE1,HEY1,TWIST1,NR0B1,GSK3B,PRKDC,TAF1,ANKRD2,CCNT1,MYOD1,GDNF,CHD4,HDAC4,HAND1,MDFIC,IFI27,KAT6A,RUNX1,NHLH2,TP73,CENPF,PARP1,NCOR1,BCOR,EP300,TCF21,RB1,SOST,ETS2,NLRP3,SKI,DOT1L,MYOCD,ESRRB,DACT1,SIRT2,LDB2,GATA2,RBM15,CD34,HIPK2,GRHL2,TCF12,BCL2,PPARA,KAT2B,CREBBP,MKKS,MIXL1,MBD4,BMAL1,CHCHD2,UHRF2,HIRA,AHR,TAL1,DHX9,CIITA,HCFC1,TCERG1,RUNX1T1,MIA3,ZFPM2,TP53BP1,SOX17,HES6,RBFOX2,SP3,CBX5,HIF1A,GTF2I,NOC2L,NEK6,DAND5,BEX2,EOMES,MEF2A,POU5F1,MTA2,PASD1,CXXC5,PRDM5,STAT3,DAPK3,DDX20,PITX2,NUCKS1,HDAC11,ZBTB49,ID2,HOXA7,EPAS1,GRHL1,DNMT3A,E2F1,SCX,FOXH1,RBBP8,TEAD3,DNAJA3,ZBTB17,FLNA,WWP2,TBX5,ZFPM1,NFE2L2,PIAS2,NIF3L1,TXLNG,ZBTB8A,HCLS1,TBX20,CEBPA,TFDP1,PBXIP1,NKX3-1,TCP10L,LMO2,LYAR,YY1,KLF4,YWHAZ,EBF4,NFATC1,HMGB1,SETD1A,KDM1A,CTBP2,CRKL,ETS1,GATA4,E4F1,PARP10,PPARGC1A,EEF1D,TBP,TBX3,HDAC2,LMO3,BCL11A,STK4,CREB1,BBS2,RBPJ,KCNH8,REST,CEBPG,NLK,PSMD10,DGKQ,UBXN7,CGGBP1,MEF2D,GATA6,TBK1,HDAC5,MAP3K10,TRIB2,SP100,EGR2,CTNNB1,KAT2A,NAAA,BCL6,HDAC7,MTA1,HDAC3,CRTC3,USF2,SIN3A,TAF7,BBS10,SMAD2,BBS4,BBS1,ZBTB7A,CRTC1,METTL23,TRIB1,CDKN2A,KEAP1,PSIP1,KAT8,MYC,MAX,SRI,ANKRD1,MTDH,DAXX,HSPB1,MAPK3,USF1,JUN,PURA,SIRT1,PURB,LMO1,DDRGK1,SRF,TTC8,CREB3L4,PBX1,ATF4,PRDM16,HDAC1,PSMC5,FOXO4,YAP1,HHEX,HAND2,PBX2,CREM,EIF4E,PARK7,NFIA,SMARCA1,TP53,HEY2,NFYB,DAZAP2,HDAC9,SMARCD3,TCF7L2,LMO4,DDIT3,ZNF653,BBS7,RPS3,RELA,PTMA,ARTN,CSNK2B,RBX1,FIZ1,TBX6,CARM1,CNOT7,HNF1A,STING1,SMAD3,BCL3,PPARG,FOS,CTBP1,TAF9,FOXC1,GTF2B,STAT5A,DMAP1,FBP1,DUSP28,MAGEA2,TAF12,NPM1,SPI1,MLXIPL,FHL2,MAD2L2,KAT5,GFI1B,BBS5,NKX2-5,VHL,AREG,BHLHE41,HDAC8,BHLHE40,MEF2C,PSMD9,CRTC2"
Inward Rectifier Potassium Channel Activity (GO:0005242),0.43773186927568175,1.3433896676551642,0.11444652908067542,0.23556451123646743,27,23,"KCNJ6,KCNJ5,KCNJ4,KCNJ10,KCNK1,ABCC9,KCNN1,KCNH7,KCNJ2,KCNJ8,KCNJ16,KCNE2,KCNJ15,KCNJ3,KCNJ12,KCNJ14,KCNH2,KCNN3,KCNK6,KCNJ11,KCNH3,KCNN2,KCNJ13"
Protein Phosphatase 2A Binding (GO:0051721),0.4260863999146959,1.3367462862611301,0.12915129151291513,0.24238316838520832,24,23,"SMG5,PTPRA,SMG7,MFHAS1,MASTL,FOXO1,STRN,ARPP19,DAB2IP,SPHK1,PPME1,GNA12,CTTNBP2NL,MAPT,ANKLE2,STRN3,GRIN3A,STRN4,ENSA,IGBP1,TP53,BOD1,PABIR1"
Transforming Growth Factor Beta Binding (GO:0050431),0.43941015841871106,1.3348497970875124,0.13043478260869565,0.24300210197399055,22,22,"WFIKKN1,ITGAV,NRROS,VASN,TGFB3,LRRC32,ACVRL1,LRG1,WFIKKN2,TWSG1,TGFBR1,TSKU,TGFBR3,HYAL2,TGFBR2,CD36,LTBP1,LTBP4,ENG,TGFBR3L,LTBP3,THBS1"
MAP Kinase Kinase Kinase Activity (GO:0004709),0.4414679668367389,1.3306763836123785,0.1254980079681275,0.24732604288834134,22,21,"MAP3K9,TAOK2,RIPK2,BRAF,MAP3K20,MAP3K3,MAP3K11,RIPK1,MAP3K6,MAP3K21,MAP3K4,MAP3K7,MAP3K1,MAP3K13,MAP3K5,MAP3K8,MAP3K10,MOCOS,LRRK2,MAP3K15,EGFR"
Telomerase RNA Binding (GO:0070034),0.4405985214914074,1.3279197871451804,0.12939001848428835,0.24926634655289448,21,20,"SMG6,SMG5,SMG7,EXOSC10,XRN1,DHX36,NAF1,DKC1,TEP1,WRAP53,TENT4B,HNRNPU,GAR1,PINX1,HNRNPC,PARN,SNRPD3,SNRPB,NHP2,NOP10"
Growth Factor Receptor Binding (GO:0070851),0.32625342368032784,1.3174149125033852,0.10064935064935066,0.26283148352549435,100,80,"LINGO1,NHERF1,PDGFRA,ITGB3,IL1R1,JAK2,PGF,IL6ST,EGF,KL,IL1RN,PSEN1,PYCARD,SHC1,FYN,ERAP1,ITGA5,IL11,FGF1,FGF6,FGF19,VEGFD,FER,FAM83B,FGF14,SEPSECS,IL6R,IL1B,TRIP6,HIP1,ESM1,CNTF,FGF5,ATXN2,GRB2,HBEGF,TNK2,PIBF1,FGF12,PTPRJ,NCSTN,TIMM50,SNX1,PDGFD,ARF4,CCDC88A,TLR5,GRAP,TGFA,KLB,FRS2,VEGFB,PDGFRB,VEGFA,PDGFC,AGR2,EREG,CNOT9,PDGFB,SDCBP,PDGFA,FGF13,PLSCR1,ERN1,FGF22,ERBB4,SNX2,FGF9,IL6,SNX4,GLMN,FRS3,MMACHC,EFEMP1,IL12A,TSLP,FGF10,BTC,AREG,FGF16"
bHLH Transcription Factor Binding (GO:0043425),0.4274249574573519,1.315663099102298,0.13028169014084506,0.2635289017801648,22,21,"ISL1,TCF7L1,TWIST1,HAND1,TCF21,TCF12,CREBBP,DAND5,SCX,FOXH1,LMO2,KDM1A,MAP3K10,USF2,USF1,SIRT1,SMAD3,FHL2,BHLHE41,BHLHE40,PSMD9"
Phospholipid Transfer Activity (GO:0120014),0.4185074861441188,1.3088447692787655,0.12932604735883424,0.2715195895029194,24,24,"CERT1,SYCP2,PITPNM3,TNFAIP8L3,PLEKHA8,ESYT1,PITPNM2,PLTP,BLTP1,C2CD2L,OSBPL2,PITPNC1,MTTP,PRELID3B,PITPNM1,PRELID1,PITPNA,PITPNB,CPTP,TRIAP1,GLTPD2,PRELID2,GLTP,PRELID3A"
Protein Tyrosine Kinase Binding (GO:1990782),0.32624136143834825,1.299483559773954,0.09348914858096828,0.2842123518406439,82,74,"PITPNM3,GP6,PTPN14,DOCK4,EPHA4,PHYHIP,ACVR1,PTPN1,PLCG2,SHC1,GPRC5B,CBL,SH2B3,ELMO2,BMPR2,PTPN11,NCK2,TJP2,ARHGEF16,HSP90AA1,ITGB1,CPNE3,ANGPT2,DUSP3,SHC4,PITPNM2,CLASP2,ANGPT1,CDH5,SHC2,CD4,KHDRBS1,GRAPL,MAP3K7,CRK,ALKAL2,BLNK,CRKL,PCNA,STK4,NOX4,NEDD9,PITPNM1,SQSTM1,PIK3R2,MMAB,HYAL2,BANK1,PRR7,RNF41,SIRPA,CEACAM1,CORIN,GRB14,NRG3,NRG1,DUSP22,SHC3,SOCS5,TP53,NCK1,ERBB2,CASS4,FIZ1,CD247,ITGAX,MMACHC,RACK1,GRM5,GAS6,PTPN2,FLT3LG,CEACAM21,TOB1"
Monoatomic Ion Channel Activity (GO:0005216),0.3425015631883838,1.294424028474341,0.12237762237762238,0.29011658425900844,68,54,"CHRNA3,CHRNA4,PKD1,GPRIN1,PRKD2,CACNA1H,SLC6A4,CHRNA5,PIEZO1,GABRB1,TMEM120A,TMC6,MCOLN3,P2RX5,CHRNB4,TRPV2,TMC7,PANX1,TMC8,AQP6,CALHM2,CHRNB1,TMEM120B,VDAC1,MCUB,VDAC2,TMC3,MCOLN1,KCNK3,TMC2,ANXA6,CALHM4,TRPC6,NALCN,LRRC8A,TMEM63A,ZACN,SCNN1G,TRPM6,TRPM2,TRPC1,TRPM5,TMEM63B,TMC4,UNC80,PIEZO2,VDAC3,CHRNB2,TRPM3,CALHM5,CALHM6,CHRFAM7A,TRPV4,P2RX1"
Monoatomic Cation Channel Activity (GO:0005261),0.30911017536733837,1.2883366682274973,0.087248322147651,0.2905389416178777,124,98,"KCNN4,KCNQ2,TRPA1,SLC24A4,CACNA1E,KCNA2,TRPV3,TMEM38A,MCU,KCNC4,HCN1,PKD1,PSEN1,KCNQ3,KCNK5,GPRIN1,FAIM2,PRKD2,TMCO1,RYR2,P2RX7,SLC6A4,PIEZO1,MCOLN2,KCNK1,TRPC4AP,ABCC9,MCOLN3,TRPV2,SCNN1A,CUL5,TRPM7,PANX1,SCN7A,CALHM2,PKDREJ,GHITM,TRPV1,SEC61A1,TMEM63C,MCOLN1,SLC4A11,KCNQ4,KCNK3,CACNA1D,TMC2,CALHM4,TRPC6,NALCN,TMEM63A,ZACN,TRPM4,SCNN1G,TRPM6,RYR1,TRPM2,PKD1L1,TRPC1,TRPM5,TMEM63B,GRINA,TMEM109,SCNN1D,PKD2L2,UNC80,ORAI1,PIEZO2,KCNK6,KCNK7,ASIC3,OTOP3,TMEM175,SLC24A1,TMEM38B,TMEM150C,TMBIM6,TMBIM1,PKD1L2,ATP5MC1,NOX5,HVCN1,TRPM3,CALHM5,SLC24A3,TRPC4,STING1,CALHM6,MINDY4,TRPC3,TMBIM4,TPCN2,CHRFAM7A,CACNB2,TRPV6,KCNK13,TRPV4,P2RX1,ANO9"
Histone Methyltransferase Activity (GO:0042054),0.39656284716667123,1.2924761238542781,0.12966252220248667,0.29118597720413575,32,31,"NSD2,SETD7,NSD1,KMT2C,DOT1L,SETD2,PRMT9,SUV39H2,SETDB1,SETDB2,KMT2E,SUV39H1,PRMT8,PRMT3,SMYD2,NSD3,SETD1B,KMT5A,EZH2,KMT5B,PRMT7,PRMT5,MECOM,PRMT1,NTMT1,PRDM16,SMYD3,PRMT6,PRMT2,KMT5C,CARM1"
Protein Tyrosine Kinase Activator Activity (GO:0030296),0.40862893777983167,1.2887221621759133,0.1586452762923351,0.292122478529736,30,26,"AFAP1L2,IGF1,IL6ST,EGF,ERBB3,CD24,IGF2,LTK,PKN2,CCL5,ERCC6,HBEGF,SRC,ALKAL2,GREM1,DGKQ,VEGFA,EFNA5,EREG,NRG3,NRG1,GHRL,EGFR,GRM5,BTC,AREG"
Kinesin Binding (GO:0019894),0.38684355264800807,1.289261198523295,0.14385964912280702,0.29375943195568033,31,30,"TTBK2,KLC3,NEFH,KIFBP,CLSTN1,FAM83D,PRC1,KIF18B,KIF1B,KIFAP3,MAPK8IP2,NEK6,AP1G1,MAPK8IP1,KLC1,MAP7D2,CROCC,PLEKHM2,KLC4,SPAG9,IFT88,TOR1B,RAB29,ARHGEF10,MAPK8IP3,TOR1A,CIMAP3,POTEF,SPTBN5,SNCA"
G Protein-Coupled Peptide Receptor Activity (GO:0008528),0.342608808170875,1.2788068201832352,0.10172413793103448,0.30282848498523307,80,49,"FSHR,MCHR1,CYSLTR2,GLP2R,LTB4R2,NPR1,CCKBR,CD200R1,GLP1R,VIPR2,GPR83,APLNR,NPFFR2,EDNRA,VIPR1,SORCS3,AVPR1B,CX3CR1,CYSLTR1,INPP5K,BDKRB2,PTH1R,KISS1R,BDKRB1,MC1R,OPRD1,OPRK1,NMBR,EDNRB,S1PR2,NMUR2,GIPR,MC5R,SORCS1,UTS2R,AVPR1A,PMPCB,NPY1R,NMUR1,OPRL1,GPR37L1,SORCS2,NPRL3,PTH2R,SCTR,LTB4R,OXTR,GRPR,GPR37"
Cytokine Activity (GO:0005125),0.30686060071341537,1.2771371084408258,0.07833333333333334,0.30326513796580395,186,96,"WNT2,WNT3,GDF7,BMP4,GDF9,IL1A,WNT6,NODAL,BMP8A,CXCL12,GDF11,CLCF1,WNT9B,TGFB3,INHBC,CX3CL1,WNT2B,WNT11,CSF1,IL11,TGFB1,CRLF1,BMP10,WNT7A,CCL5,IL1B,XCL1,BMP3,BMP5,IL16,CNTF,WNT5B,CERS1,IL15,GDF2,BMP8B,GDF10,CXCL8,WNT7B,WNT9A,ALKAL2,INHBB,GDF15,INHA,TIMP1,HMGB1,GDF6,CKLF,THPO,FAM3C,LEFTY1,INHBE,INHBA,EDA,VEGFA,TGFB2,BMP6,CCM2,TNFSF15,EDN1,CCL2,LIF,CCL15,KITLG,TNFRSF11B,CCL26,BMP7,NRG1,FAM3B,IL24,CTF1,C5,FGF13,CXCL16,WNT5A,TNFSF10,GDF5,IL6,S100A9,AIMP1,TNFSF12,SCG2,IL12A,TSLP,CCL27,IL18,WNT4,IL33,CCL21,WNT10B,CCL28,IL17D,CXCL5,BMP2,LTB,LEFTY2"
